board_idx,InitialPuzzle,CompletePuzzle,BoardSize,ColorCount,NumberOfLines,v
1591,xxxxxxx32xxx2x5xx1x15x344,5555553325532255311153344,5,5,10,0.5
3006,3x36xxxxxxxxxxxx1071xxx456xxxxxxxxx2xxxxxxx2x9xxxxxxxxxxxxxxxxx9xxxxxxxx4xxxxxxxxx8x10xxxxxx57xxxx1x8x,333668888855556810718544568107185422281071854299810718549988107185498810107185488101077185881010771185777771188,10,10,41,0.24390243902439024
1056,1xxxx2xxx4xxx3xxxxxx12xxxxxxxxxxxx43,111112444412431112431222433333444443,6,4,12,0.3333333333333333
369,5x3x16x312xxxxxx425x64xxx,5531165312655526425264222,5,6,12,0.5
2760,xxxxxxxx2xxxxxxxxxxxxxxxxxx4xxxxxx31x5xx1xxxx4xx5x3xxxxx2xxxxxxx,2222222221111112115555121554451215314512153144125531111222222222,8,5,21,0.23809523809523808
880,xxxxxx23x44x5xxx321x1xxxx56x6xxxxxxx,222222233442553332151111156661111111,6,6,14,0.42857142857142855
2018,xxx2x7x6xxx71x6xx45xxx2x3x1x5x3xxx4x,111227161127166124551124351554355544,6,7,20,0.35
2970,xx9xxxx6xxx2xx4xxxxxxxxx9xx4xx7xxxxxx72x8xxxxxx5xx13xxx3xxx1x658xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,9992222666922244222699999444267777777726888888856613333385611658888561165555556116666666611111111111,10,9,29,0.3103448275862069
773,xxxx25x1x1xxx34xx4xx2xxxx3xx5xxxxxxx,222225211155234454232454232454222444,6,5,13,0.38461538461538464
1869,572xx57x424xxx63xxx1361xx,5722257442444663666136111,5,7,14,0.5
1567,31x2xxxx1x2xx3xxxxxx4x455,3112233112233322222244455,5,5,13,0.38461538461538464
475,33x424xxxx6x5x16xxxx5x21x,3344244422655216522155211,5,6,15,0.4
1121,xxxxxxx1x33xx5xxxxxx4xx6x1xx5642x277,555555511335551155444156411156422277,6,7,17,0.4117647058823529
1276,4xxxx2xxxxxx3x4x1xx1x2xx3,4444421114213142131122333,5,4,10,0.4
2403,xxxxx562x32xxx3xxxxx5xxx6xxxxxxx14xx14xxxxxxxxxxx,2222556233256633555655556665511114551444455555555,7,6,22,0.2727272727272727
2956,x5xxxxx1xxxxxxxx117xxxx2x8xx2xxxxx11xxxxxxx9xxxxx8x1xxx3xxx3xxxxx6xx10x4xxxxxxxxxxxxx91064xxxxxxx57xxxxx,5511111111111115111122211771511228222715111111888871591010101010871591033310377591066310347591010633347599106444475555777777,10,11,39,0.28205128205128205
2076,2x1xx65x25xxxxxxxxx43xxxx3x14xxxxxx6,221116522516555516443116433146444446,6,6,17,0.35294117647058826
2985,xxxxxxxxx6x2xx5xxxxxxxxxxx698xxxxxxxxxxxxxxx4xx3xxx2x1xx57xxxxxxxxxxxx3xxxxx87xxx941xxxxxxxxxxxxxxxx,9996666666929655555592966669859299999985924443338592413357859941355785394135878539413588853333355555,10,9,30,0.3
2378,5x56xxxxx13xx2xxxxxx4x3xxxx16xx4xxx2,555666444136424136424136422166442222,6,6,14,0.42857142857142855
2283,6412xxxxxxxxxxxxxxxxx4xxx35xxxxxxxxxxxxxxxx635xx1xxxxxxx2xxxxxxx,6412222264111112644444126355551263333512666635121111111222222222,8,6,16,0.375
1924,4x2247xxxx76x611xxxx3x355,4422474444766611111133355,5,7,11,0.6363636363636364
1337,xxxxxx1x4xx1xxx2xxx34x2x3,2222221442214222442344223,5,4,13,0.3076923076923077
2923,xxxxxxxxxxxxxxxxxxxxxxxxxxx4xxx64xxxxx6xx5xxx29x3xxxxxx7xxxxxx197xxxxxxxxxxxxxx8x2x5xxxxx3x8xxxxxxx1,8888888888866666666886444444688645555568855522953882222795388219779538821999953882155555338811111111,10,9,27,0.3333333333333333
1578,2xxx14x4xxxxxxxx3x3xx2551,2222144421222212333122551,5,5,9,0.5555555555555556
1417,3xxx1xxx2xxxxxxxxxx42xxxxxxxxx4xxx31,333311222331244431242431222431444431,6,4,14,0.2857142857142857
2166,xx5xxxxxxx3728xxxxxxx14xxxxxxxxxxxxxxxx36xx8xxxxxxxx42xx7xxxxx5xxxxxx61xxxxxxxxxx,555222222537288882537144482537111482537361482537361442537361115533366615555555555,9,8,23,0.34782608695652173
3099,1xxxxxxxx7xx5xxxxxxxxxxxxx2x7xxxx6xxx1634253xxxx4,1111111777555175551117511122751666255163425333344,7,7,22,0.3181818181818182
159,3xxx1xx64xxxx24x1x2536x5x,3111131644316243162536655,5,6,10,0.6
1292,xxxxxxxx3xxx1xx2x4x23x4x1,2222223332231122341233411,5,4,10,0.4
954,2xxxxxxxxx4xx3xxxxxx13x1xx2xxx4xxxxx,222222444442433322411321412221411111,6,4,13,0.3076923076923077
266,xx3x1x4xx2xx14xxxxx2xxxx3,3331134112341423444233333,5,4,11,0.36363636363636365
1203,2xxx3xx3xxxxxxxx2xxxxxx11,2222333323322233233333311,5,3,11,0.2727272727272727
1734,1x2xx24xx31xx6xxxxxxxx3x4x5xxx6xxxx5,112222411311461331461131465111665555,6,6,18,0.3333333333333333
292,2xxx3xx4xxx12xxxxx13xxxx4,2222344423412234111344444,5,4,9,0.4444444444444444
333,xxxx3x5524xx3xxxx1xx12xx4,3333335524333241112412224,5,5,9,0.5555555555555556
2270,xxx6xx3xx475xxxxxxx1x36xxxx5xxxxxxxxxx7xxxxx412xx2xxxxxxxxxxxxxx,7776663374755663741153637415533374111177744441277222222777777777,8,7,25,0.28
1973,xxx21xx3xxxxxxxx214x6xxx53xx7xx5674x,444211434221434421436444536774556744,6,7,19,0.3684210526315789
1835,6xx45xx225xxxxxx633x1xx14,6444564225644446633411114,5,6,10,0.6
788,4xx5xx1xxxxx2x23xxxxxxxxx1xx45xxxxx3,444555114445212345212345212345222333,6,5,13,0.38461538461538464
2886,92xxxxxxxx91xxx5xx43612xxxxxxxxxxxxxxxxx4xxxxxxx86x7xxxxxxxx8xxx3x75xxxxxxxxxxxxx,922227777991127557436127757436666757434446757434866757434888857434755557444777777,9,9,27,0.3333333333333333
1562,4xxxx5xxxxxxx32xx5xxxxx4xx2xx11xxxx3,444445111145132145132144132111133333,6,5,11,0.45454545454545453
886,5xxxxxxxxx43xxxxxxxxxx125xx2x13xxxx4,533333534443534222534212534211334444,6,5,13,0.38461538461538464
2555,16x4xx4x1xx5xxxx7xxxxxxxxx6xxx2xx3xxx32x7xxxxxx5x,1664444116655577766657333365732233573327757777755,7,7,24,0.2916666666666667
1249,xxx13x2xxxxx1xx32xxxxxxxx,1111312223111233222333333,5,3,9,0.3333333333333333
2899,xxxxxxxxxxxx71xxxx2x1xxx6xxxxxxxxxxxxxxxxxxxx74xxxxxxx3xxxxxx5x63xx5xx4xxxxxxxx2x,222222222277714442271114642774444642744666642746644442336445552636455442666444422,9,7,36,0.19444444444444445
189,2xxxx3x4xx1x3xxxx14x2xxxx,2222233442133421114222222,5,4,10,0.4
2062,1xxxxxxxx531xxx4x2xx2xxxx45x3xxxxxxx,111111555531544432542232545232555222,6,5,13,0.38461538461538464
1791,55xxxx346x32xxx12x4xx1xx6,5544433464326641264411666,5,6,14,0.42857142857142855
792,xxxxxx14xx2xxx3xxxx4xxx1x2xxx3xxxxxx,111111144421333421344421322223333333,6,4,12,0.3333333333333333
1753,xxx432x2x3xxxxxxxx6x1xxxx4xx5xx651xx,444432422332442222641111645551665111,6,6,17,0.35294117647058826
36,x3162x3xxxxxxx4x6xx57xx2xxxxx41x5xx7,331622311662114462157442157744155777,6,7,23,0.30434782608695654
2106,xxxxxx5xxxxx625xxxxxxxxx4xxxx2xxxx4xxxx3x61xx1xx3,5555555566666256222226624444622666466663661111333,7,6,20,0.3
1561,xxxx5xx3xxx5x4x3xxxxxx1xx2x4xxx1xxx2,444455433445443344111114122444112222,6,5,20,0.25
2897,xxxxxxxx2x9xxx5xx5x4x4xxxxxxxxxxx3xxxxxxxxxxxxxx6xx73x2xxxxxx1x9xxxxxx6x8x817xxxx,222222222299995555244497777299997337291117737291611737291661117991166667888177777,9,9,30,0.3
2195,xxxxxxxxxx3x2xx21xxxxxx13,3333331113312132121322213,5,3,9,0.3333333333333333
1008,55xx12xxx44xx32xxxxx1xxxxxxx3xxxxxxx,551112111442132222131111133331111111,6,5,13,0.38461538461538464
1580,4xxxx24x13xxxxxxx5xx2x351,4433324313233112355123351,5,5,14,0.35714285714285715
425,553xxxxx13x6x22x4x641xxxx,5533311113166221466414444,5,6,12,0.5
1376,1x4xxx2xxxxxx34xxxxxxxxxx2xx1x3xxxxx,114444211114234414233414223414333444,6,4,15,0.26666666666666666
3115,xxxxxxx42xxxxxxxx51xxx1xxxxxx3xx32xx4xxxxxxxxxxx5,4444444422222455551245111124533332454444445555555,7,5,12,0.4166666666666667
1054,6xx1x4x5x6xxxxx3xxxx27xx5x27xx3x1xx4,666114556614533314532714532714331114,6,7,14,0.5
705,32xxx2x5xx4xx1xxx4x5xxxxxxxx1xx3xxxx,322222355544311554351155355115335555,6,5,20,0.25
3320,xxxx14x4x3xxx2x1xxxxxxxxxxxxx2xxxxx3,333314344314324114324444322222333333,6,4,12,0.3333333333333333
2959,xxxxxxxxxxx2xxxxxxx6x1xxxx97x4xxxxxxxxx5xxxxxxxxxxxxxxxx49xxxxxxxxxxxxxx2xxx10xxxxx13x8x6xxxxx8310x7x5,88886666668228644446812864974481286497758128649975812864497581286666758128881067581133810675888831010775,10,10,32,0.3125
394,3xxxx212xxxx1xxxxxxx3xxxx,3333321223211232222333333,5,3,9,0.3333333333333333
698,3xxxxxxx214xxxxxxx2x4xxx3xxx1xxxxxxx,333333222143211143214443311113333333,6,4,12,0.3333333333333333
2426,xxxx84x68xxxx2xxxxx1xxx6xxx3xxxxx13xx25xx74xxxxxxxxxxxxxx5xxxxx7,8888844685555246551152465113524451335254574455545774444455777777,8,8,29,0.27586206896551724
17,67xx44x1xx72x3x5x2xxxxxxxx3xxxxxx615,677744611772631552631155633115666615,6,7,19,0.3684210526315789
715,x1xxx2xxxxx1xxxx3xxxx4xxx2x34xxxxxxx,112222122111121133121443121343111333,6,4,17,0.23529411764705882
2978,xxxxxxxxxxx9xx9xxx84x4102xx1xxxxxxxx65x11xx7xxxxxx6xx3xxxx5xxxxxxxxxxxxxxx72xxx11xxxxxx3xxxxxxxxx1081xxx,444444444449999888844410288111110101028651111110772865116110372865116110372866116110372886116110333386661101010101081111,10,11,31,0.3548387096774194
2935,xxxxxxxx2x11xxxxxxxxxxxx48xxxxxxxx91x8xxxxx10xx3xx11xxxxxx2xxxxx4xxxxxxxxx10x9xxxxxxx1xxx756x7xxxxx36xx5,11111111111111112211333333111123344883311234491883112341091333112341091222223410917777731010917555731111756573333336655,10,11,38,0.2894736842105263
1174,x2xx3xxx1xxx2xxxx3xxxxxx1,2233323311232212332122221,5,3,12,0.25
2275,54xxxxx1xxx6xxxxxxxxxxxxx4x2xxxxxxxxxxxxx2xxxxxxx3xxxxxx56xx3x1x,5433333154366631543336315422363152233631523366315336633156663311,8,6,28,0.21428571428571427
591,57xxxxx22x4x567xx4x6113x3,5777755227455674446611333,5,7,13,0.5384615384615384
2373,xx31x1xx24x3xxx5xxxxx4xxx2xx5xxxxxxx,333111322443325543325443325553333333,6,5,13,0.38461538461538464
2896,10xxx10xxxxxxxxxxx5xx1x5xxx7xx8xxxxxx2xx6xxx4xxxxx1xxxxxxxxxxxxxxxx8xx4923xx76x93xx,10101010107777777777557711555577781199992786194492786194992786694922788694923777699333,9,10,33,0.30303030303030304
2009,xxxx464xxxxxxx57xxx5x11x62xx2x3xx37x,444446466666665777655117622227333377,6,7,15,0.4666666666666667
2548,xxx24x1x53514xxxxxxxxxxxxxx2xxxx3xxxxxxxxxxxxxxxx,2222441253514125351112535552253335225555522222222,7,5,16,0.3125
3204,5xx3xxxx36xx81xx46xx2x451xxxxxx8xxxxxxxxxx27xxxx7,5333111536618154461825451182555888222222222777777,7,8,19,0.42105263157894735
1547,31xxx4xxxxxx1x2xx4xxxxx5x23xxxxxxx5x,311114333314122314123315123115111155,6,5,16,0.3125
1359,xxx23x4xxxxx3x4xxxx121xxx,2222324333243442444121111,5,4,11,0.36363636363636365
2193,423x3xx5xxxx1xxxx21xxxx45,4233342555421154221544445,5,5,9,0.5555555555555556
2037,34xxxxx2xx1x3xxxxxxx124xx,3444433224133241222412444,5,4,12,0.3333333333333333
2993,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx4xxxxxxxxxxxx57xxxxx1xxxxx6xxxxxxx783xx1x5x23xxxx8x2xxxxxxx4xxxxx6xxx,6666666666644444444664666666466468888646666857864611885786461885578346185523334688222444464444446666,10,8,33,0.24242424242424243
3083,xxxxxxxxxxxx1xxxxxx2xxxx6xxxxx24xx4x1x63xxxxx5x53,6666666611111661222266126666612444461663336665553,7,6,15,0.4
662,xxxxx1x536xxx5322xx4xxxxx6xx4xxx1xxx,111111153666153226144446166646111666,6,6,13,0.46153846153846156
1126,x8xxxxx4x2x3xxx325xxx465xxxx617x7x81,883333843223843325844465888861777881,6,8,17,0.47058823529411764
389,x51xxxxxxx543413xx22667x7,5511154441543413332266777,5,7,12,0.5833333333333334
1522,xxxxxxx3xx41x2xxxxx5x32xxxxxx41xxxx5,111111133341122344152324152224155555,6,5,14,0.35714285714285715
106,3xxx7xxxxx3xx64x5xx6xx27x5x421xxxx1x,333377444337464557465527455421444411,6,7,19,0.3684210526315789
2751,xxxxxxxxx21xxx1xxxxxxxxxxx45xxxxxxxxxxx4xxx3xxxxx36xxx5xx62xxxxx,4444444442111114422222244445552466666524633365226366655266222222,8,6,21,0.2857142857142857
3328,4xxxxx3xxx3xxxxxx4xxx2x5xxxxxx1215xx,444444333334111114122215121115121555,6,5,12,0.4166666666666667
789,2xx45x42xx3xxxxxxxxxxxx13xxxxx5x1xxx,224455424335444355333351355551551111,6,5,19,0.2631578947368421
1191,x3xxxxxx3xx1xxxxxx1x2xxx2,3311131131313313331122222,5,3,13,0.23076923076923078
665,31x54xxxx1xxxxx5x4xxxxx2xxxx3x2xxxxx,315544315114315514311112333332222222,6,5,13,0.38461538461538464
314,61422xxxxxxxxx4x3xx5x6315,6142261444611146331566315,5,6,12,0.5
1586,24xxx25xxx3x3xx1x1xx5xxx4,2444425554333541115455554,5,5,8,0.625
489,117xx63227xxxxxx3x54x64x5,1177763227634446345466455,5,7,12,0.5833333333333334
2664,xxxxx53152xxxxxx2xx81xxxxxxxxxxxx8xxxx7xxxxxxx6xx47xxxxx36xxxxx4,5555553152333331223811113338444438884774344447643477776436666664,8,8,23,0.34782608695652173
2294,xxxxxxxxxxxxx952x3xx47xxx26xxx1xxxxxxxxxxx7xxxxxxxxx56xx8xxxx18xxxxxxx4x3xx9xxxxx,333333333399995223394775526394177556394117756394411156398444118398884448399988888,9,9,36,0.25
1389,xxxxx1x3xxx2xxxxxxxx4x3x1xxxxx2xxxx4,111111133332122232124232124222224444,6,4,12,0.3333333333333333
645,xx46x4773x1xxxx51x2xx5326,4446647736113365132655326,5,7,13,0.5384615384615384
1805,46622xxxxx3x51xxx415xxxx3,4662244555345153441533333,5,6,12,0.5
3202,31xxxxxxxxxx2xxxx4xxxxxxxxxxxxxxxxx4xx1xxx3xxxxx2,3111111333332144443214333321432222143211113322222,7,4,15,0.26666666666666666
1604,x3x25xxx5xx2441x1xxxxxxx3,3322532255324413111133333,5,5,12,0.4166666666666667
757,xxxx42xxxx1xxx3x2xxx1xxxxxxx4x3xxxxx,444442411112413322411333444443333333,6,4,13,0.3076923076923077
3240,xx516xx3xxxxxxx3xx2x1xx6x54xxxxxxx24,555166533116553316251116254444222224,6,6,17,0.35294117647058826
1164,xxxx1414xxxx3x8776x85x5xx2xxx6xxx3x2,111114144444388776385556322226333322,6,8,14,0.5714285714285714
2006,xxxxxxxx473xxx7xxx24xxxx63x55xx6112x,222222244732247732243332633552661122,6,7,16,0.4375
2750,xxxxx31xxx45x56xxx2xxxxxxxx6x21xxxxxxxxxxx3xxx4xxxxxxxxxxxxxxxxx,3333331134455561342666613426221134222333343333433444444333333333,8,6,22,0.2727272727272727
2720,14xxxxxxxxxxxxxx7xxxx7xxx51xxxxx536xxx2xxxxx8x84x6xxxx23xxxxxxxx,1444444411111114777777145511111453622224336288843662222333333333,8,8,20,0.4
2588,x5xxxxxxx1x2xxxxxx8176xxxxxxxxxxxxx7xxxx4xxx6xxx3x4xxxxxxxxx3528,5588888851822228518176285111762855577628445566283445552833333528,8,8,25,0.32
470,446x23xxx61xx2xxxxxx1x355,4462233626136261366613355,5,6,11,0.5454545454545454
678,xx4232xxxxxxxx13xxxxxxxxxxxx1xxx4xxx,444232422232421332421112422212444222,6,4,15,0.26666666666666666
1932,566x3xxx31x2xxx24x174xx57,5663355531225112451744557,5,7,15,0.4666666666666667
745,4x1xx16x3xx2xx5xxxxx35xxx4xxxxxxx62x,441111643332645532643532643332666622,6,6,13,0.46153846153846156
2879,x6xxxxxxxx8x14xxxxxxxx7xxxxxxxxx1xxxxxxxxxxxxxxx8x7xxxxx2xxxxxx6xxx4x3x52x35xxxxx,663333333683144443683177743683111743683337743688837443622334433623344335223555555,9,8,34,0.23529411764705882
154,21x2xx3xxxxx3xxx1xxxxxxxx,2112223112233122111222222,5,3,11,0.2727272727272727
2202,1xxx3xx2xxxxx4xxxxxx1x423,1444314243142431422314423,5,4,9,0.4444444444444444
2441,61xxxxx5xxx6xxx2xxxxx5x8xxxx42xxxxx3xxxxxx34x7xxxxxxxx1xxxxxxx78,6111155566661522111115281444422814331118143417181444171811111778,8,8,24,0.3333333333333333
1634,34xx53xx1xxxxxxx2251xxxx4,3455534511445514225144444,5,5,12,0.4166666666666667
151,12xxxxxxxxxx3x2x1xx3xxxxx,1222211112333123111333333,5,3,10,0.3
743,xxxxx3x2xxx4x5x6xxxx562x134xxxxxxxx1,333333322224355624335624134444111111,6,6,13,0.46153846153846156
1241,2xxxx3xxxxxx1xxx3xx2xxxx1,2222233332111321333211111,5,3,8,0.375
2157,xxx4xxxxxx7xxxxxxx5xxxx23xx37x4xxxxxxxxxxxxxx5xxxxxx1xxx1xxx2xx6xxxxxxxxxxx6xxxxx,555455555575452225575452325375453325335553225533333215551111215655551115666655555,9,7,33,0.21212121212121213
2438,xxxxxxxx6xxxxx1xxx7xxx76x25x4xxxxxxxxxxxx3xxxxxxxxxxxxx4xxx132x5,6666666661111116117777761255444412255554132222541333325411113255,8,7,24,0.2916666666666667
2651,xxxx75xxx2xxx86xxxx3xxxx4x3xxxxxxxxx8xxxxx26xxxxx7451x1xxxxxxxxx,7777755572222865773328654732286547228865472666654745111544455555,8,8,24,0.3333333333333333
672,7xxx34xxxxxx65x7xxxxx63xx4xxxx51x122,777734666734656734556634544444511122,6,7,14,0.5
1259,23xxxxxxxxxx12xx3xxxxxxx1,2333322223111231333311111,5,3,9,0.3333333333333333
694,3xx2xx55xx6x4x1xxxx13xxxx46xxx2xxxxx,333222553362411362413362446662222222,6,6,15,0.4
2804,xxxxx6xxxxxxxxxx57xxxx1xxx4xxx685x3xxxxxxx38xxxxxxxxxxxxx1x294xxxx7xxxxxxxxxxxx29,666666777677777757671115554671685334671688384671668884671162944677762999666662229,9,9,32,0.28125
1943,2x17xx135xxxxx762354x64xx,2117721357223576235466444,5,7,13,0.5384615384615384
502,114576xxxx2x457xxx63xxx23,1145766457264572666322223,5,7,10,0.7
2103,3xxx5xx2xxx31x4xx5xxx64x2xxxxxxxxxxxx1xxxx6xxxxxx,3333555222331544255156422515655551565111156555555,7,6,18,0.3333333333333333
2675,xxxxxxxxx5x7xx678xx8xxxx5xx2xx3x6xxxxxxx1x2x1xx4xxxxxxx3xxxxxxx4,8887777785876667858864445522643466266434162614341666143311111444,8,8,27,0.2962962962962963
1914,2x2x1576x3x761xxxx5x4xx43,2221157613576135555344443,5,7,9,0.7777777777777778
895,xxx5x3xxx2x1xx44xxxxx2xxx3xxxx51xxxx,555533522231524431522231533331511111,6,5,11,0.45454545454545453
1953,3x4435xxxxx16xx5122x776xx,3344353333516665122677666,5,7,12,0.5833333333333334
541,xxxx5534xx6xx3x62x2x1xx14,5555553444633346222411114,5,6,9,0.6666666666666666
135,xxxxxxxx31xx2x3xxx2xx1xxx,1111113331132231332311333,5,3,12,0.25
2508,2xxxxxx3xx63x6x4xx2xx15x415xxxxxxxxx,233333236663266444211154415554444444,6,6,15,0.4
3061,xxxxxxxxxxx1xxx1xxxx79xxxxx6xxxxx9xx4xxxx8xxx4xxxxxxx5xxxxxxxxxx62xxxx3xxxxxxxx5x2xxxx8x7xxxxxxx3xxx,7777777777711111222779992226272229244627282224662728856662272285622277328555557532888885753333333555,10,9,40,0.225
2090,xxxx2x6x6xxxx5xxxxxxxxx41xx1xxx3xx3x547xxxxxxxx27,2222266266666525555552541111254333325477772222227,7,7,14,0.5
945,1xxxx23xxxxxxx4xxxxxxxxxxx1xxx4xxx32,111112333312444312433312431112433332,6,4,11,0.36363636363636365
88,xxx57452xxxx2xxx6xxxxx4x711xxx3xxx36,555574527774227664777644711666333336,6,7,17,0.4117647058823529
1748,xxx4x365xx4x1xx6xxxxx5x231xxxxxxx2xx,666443656643155633115532313332333222,6,6,23,0.2608695652173913
217,1x433xx2x6xx4xxx5x26x1xx5,1443314226144261552611555,5,6,12,0.5
2857,xxxxxxxx16xxxxx8xxxxxxx46xxxxx7xxxxxx37xxxxxxx82xx2xxxx54x3xxxxx1xxxxxxxx5xxxxxxx,666666661688888861883334661833734441837733341882222341554433341511444441551111111,9,8,33,0.24242424242424243
222,43321x2xxxx51xxxxxxxxxx45,4332142221451114555544445,5,5,10,0.5
2364,xxxxxxx54x4xxxxxxxxxxxxxxx135x23xx12,222222254442255552233352231352231112,6,5,12,0.4166666666666667
2610,861xxxxxxxxxxxxxxxxxxxxxxxxx2xxxxxxxxxxx4xxxxxx4x3x26xxx1x5xxxxxxxx7x75xx83xxxxxx,861111111866666661822222261823333261833443261834433261831155551833177751883111111,9,8,27,0.2962962962962963
3294,3xxxx3x1xx21x6254xxx6xxxx5xx4xxxxxxx,333333112221162541166541155541111111,6,6,12,0.5
2828,xxxxx5xxxxxx8xx425xxxxxxxx7xxx4xxx6xxxxxxxxxxxxxx812xx136xxxxxx7xxxxxx3xxxxxxxxxx,111115555188814425181114227181444267181111267188881267136666667733333337777777777,9,8,25,0.32
407,x2x12x3x3xxx1xxxxxxxxxxxx,2211223132231322333222222,5,3,9,0.3333333333333333
1193,xxxxxx2xx1xx1xx3xx3x2xxxx,1111112221111223333222222,5,3,10,0.3
1484,x145x21xxxx33x2xxxxxx5xxx4xxxxxxxxxx,114522144523342523342523342223333333,6,5,13,0.38461538461538464
2556,xxxxxx1x456x24xxxxxxxxx3xxxxxxx5xxxxxx312x6xxxxxx,6666111645612464551246435124643512464331246444444,7,6,14,0.42857142857142855
941,xxxx1243xx3x2xxxxxxx41xxxxxxxxxxxxxx,444112434132234132234132233332222222,6,4,11,0.36363636363636365
2511,1xxxxxxxxx2x543xxxxxxxx1x3x5x2xxxxx4,111111555521543521443521433522444444,6,5,13,0.38461538461538464
16,2xxxx132x4x1x5xx76xxxx4xxxxx7x356xxx,227771327471357476357446357776356666,6,7,13,0.5384615384615384
3274,xxxxxxxxxx1xxx3xxxxx5xxx3xx2421xx5x4,333333311113313333315222315242115544,6,5,14,0.35714285714285715
1163,xxx5x2xxxxx752xx1xxxx8xx1468x34xx673,555522522227521117111877146873446673,6,8,19,0.42105263157894735
2725,xxxxxxxx3xxx14xx1x6xx5xxxxxxx2xxx3x65xxxxxxx2xxxxxxxxxxxx4xxxxxx,3333333331111443116655434446524343465243434422434334444344333333,8,6,25,0.24
1451,13x34xxxxxxxxxx4xxxxxxxxx12x2xxxxxxx,133344111114444414411114412224444444,6,4,12,0.3333333333333333
2597,x1xxxx3x6xxx5635x8xx4xxxxxxxxxxxx4xxxxxxxxxx8x7x1xxxxxx2xxxxx7xxxxxxxx2xxxxxxxxxx,116663366166563568164555568164444468166666668177111111127777771122222221111111111,9,8,26,0.3076923076923077
1349,1xxxx1xx4x3xxxxxxx3242xxx,1333313443334334443242222,5,4,13,0.3076923076923077
929,32xxx1x2xxxxxxx41x4xxxxxxxxx3xxxxxxx,321111321444331414431114433334444444,6,4,14,0.2857142857142857
2136,x25xxxxxx56xxxxxxxx6x1xxx4x7xxxxxxxxx13xxxxxx37xxxxxxxxx24xxxxxx,2255555525663335255631352457313524573135245733752457777524555555,8,7,19,0.3684210526315789
1863,21xx6x2xx4xxx64x3x35x15xx,2116622164111641333511555,5,6,13,0.46153846153846156
378,5xx5234x4xxxxxxx21x1xxxx3,5555234442322223211133333,5,5,8,0.625
567,64413xxxxx5xxxx2x6x32x5x1,6441366613556132561325511,5,6,11,0.5454545454545454
1542,4xx3xx1xxx2x4x1x2xxxxxxx53xxx5xxxxxx,444333114423411423444433533335555555,6,5,18,0.2777777777777778
742,xxxxxxx2xxxxxx65x1xx25xxx43x3x1xxx46,111111126661126561122566143336144446,6,6,14,0.42857142857142855
316,x2xxx23x4xxxxxxx1x3xx4xx1,2233323343444434113344111,5,4,14,0.2857142857142857
550,64xxx6x35x231x4x1x52xxxxx,6444463354231542115222222,5,6,11,0.5454545454545454
2148,xxxxxxxxxx4xx49xxxxxxxxxxxxxxxx537xxxxxx6x1xx10xxxxxxxx7xxx38x9x5xxx6xx1x2xxx2x810x,10101010101010101010444499910107777779101075553791010756631910107563319107756381910555668111022222881010,9,10,25,0.4
1767,1x1252xxxx3xx4xx634x65xxx,1112522225333456634565555,5,6,10,0.6
1838,xx2x42xxx6146xxx3315xxxx5,2224424446146661331511115,5,6,13,0.46153846153846156
215,xxxxxx3342xxxx1xx1xx2xxx4,2222223342244412411124444,5,4,10,0.4
3164,xxxxx61x852xxxxxxxx6xxxxxxxx38x24x175x4xx3xxxxxx7,3333361385236138523613852331385243175544337777777,7,8,16,0.5
1017,2xxxx1xxx3xx3xxxxxxx1xxxx4xxxxxxxx24,222221333321322221221111244444222224,6,4,13,0.3076923076923077
150,313xxxxxxxxx2xxx21xxxxxxx,3133331113322133211333333,5,3,10,0.3
1404,xxxx13xxxxxxxx4xxxxxxx2xxx1xxx3xxx24,111113133333134444133324111324333324,6,4,12,0.3333333333333333
2974,831xxxxxxxxxx1x10xxxxx6xxxxxxxxxx6xxx4xxxxxxx4xxxxxxx210xxxxxxxx59xxx8xxx5xxxxxxxx2xx7xxxx9x3x7xxxxxxx,831133333383313101010103863338881038668884810388884448103222101010108103255999108103253339101010323373999933377333333,10,10,41,0.24390243902439024
1315,431x2xxxxxx13xxxxxx2xxxx4,4311243312413124111244444,5,4,10,0.4
3173,xx524x4x3xxxxxxxx3x16xxxxxx1xx2xx5xxxxxx6xxxxxxxx,5552444532266653236165323611532365553336655555555,7,6,18,0.3333333333333333
1725,64xxx1xxxxxxxx36xxx5x5x1xxx4x322xxxx,644441666641333641355541333443223333,6,6,15,0.4
739,6x7x24xx2x3xxxx3xxx6xx7x115x5x4xxxxx,677224672234677334667774115554444444,6,7,16,0.4375
244,3xxxxx42x3x21xxxxx1x4xxxx,3333344223421224211242222,5,4,12,0.3333333333333333
3316,xxxxxx14xx4x521xxxxx3xxxxxxxxxxxx523,111111144441521111523333522223555523,6,5,12,0.4166666666666667
1401,1xxxx4xxx3xxxxxxxxx1xxxxxxx2x42xxxx3,111114333314311114313334333234222233,6,4,14,0.2857142857142857
952,51xxx1x3xxx3xxx54xxxxxxxx4xx2xxx2xxx,511111533333555544222224244424222444,6,5,13,0.38461538461538464
308,xxxx4xx21xxx34xxxx321xxxx,1111412214123441233212222,5,4,11,0.36363636363636365
167,x4551x21xxxxxxxx334xxxxx2,4455142111422224334244442,5,5,11,0.45454545454545453
