board_idx,InitialPuzzle,CompletePuzzle,BoardSize,ColorCount,NumberOfLines,v
1059,1xxxxxxx23xxxx14xxxx4xxxxx3xxx2xxxxx,111111222331211431214431213331211111,6,4,12,0.3333333333333333
1060,42xxxxxxxx4xxx21xxxxxxx3x1xxxxxxx3xx,422222444442222122211123212223222333,6,4,16,0.25
1064,12xxxxxxxxxxx43xxxxx2xxxxx3x1x4xxxxx,122222111112443312422312423312422222,6,4,13,0.3076923076923077
1065,234x2xxxxxxxx1xxxxxx43xxx1xxxxxxxxxx,234422233442213342214342214442222222,6,4,16,0.25
1067,xxxxxxxxxxxx232xxxxxxx3x14xxxx4xxxx1,222222233332232232111232141222441111,6,4,15,0.26666666666666666
1068,x31xxxx4xxxxxxxxxxxx23xxx4xxxxx21xxx,331111344441333341222341244441221111,6,4,13,0.3076923076923077
1069,xx1x34xxxxxxxxxxx2xx431xxxxxxxxxxxx2,111334133344134442134312133312111112,6,4,16,0.25
1071,3xxxxxxxxxxxxxxxxxxx2xxxx1xx4xx42x13,333333444443411143412143412143442113,6,4,11,0.36363636363636365
1073,3x1xxx1xx23xxx24xxxx4xxxxxxxxxxxxxxx,331111132231132431134431133331111111,6,4,12,0.3333333333333333
1074,2x2134xxxxxxxxxxxxxx1xxxxxx3xxxxxxx4,222134111134133334131114133314111114,6,4,12,0.3333333333333333
1077,xxxxx4xxx32xxx1xxxxxx3xxx1xxxx42xxxx,444444433322431112433312411112422222,6,4,11,0.36363636363636365
1082,xxxxx4x31x2xxx2xxxxxxxxxxxxx1xx43xxx,444444431122432112432212433212443222,6,4,16,0.25
1083,xxxxxxx3xxx1xxx3xxxx4x2xxxxxx4xxx1x2,111111134441134344134324133324111122,6,4,14,0.2857142857142857
1084,xxxxxxx1xx4xxxx2xxxxxxx3xxx14xxx23xx,222222214442214222214443211143222333,6,4,13,0.3076923076923077
1087,213xxx2xxxxxxxx4xxx1xxxxx3xxxxxxxxx4,213333211113444413411113433333444444,6,4,11,0.36363636363636365
1090,xx31xxxxxx4xx4xxxxxxx3xx2xxx1x2xxxxx,333111344441341111331333231113233333,6,4,15,0.26666666666666666
1091,42xxxxxxxxxxxxx1xxx4xxxxx3x32xxxxxx1,422222444442111142144442133322111111,6,4,11,0.36363636363636365
1094,xxxx24x1xxxxxxxx1xxxx2xxx3xxx34xxxxx,222224211114222214444244434443433333,6,4,16,0.25
1095,2xxxxxx4xxxxxxx1xxxxxxxxx31xxxx43x2x,222222443332433132431132431332443322,6,4,17,0.23529411764705882
1096,xxxxxx31xx1xxxxx4xxxxxxxx32xx2xxxxx4,333333311113444443433333432222444444,6,4,10,0.4
1097,2xxxxxxxx4xxx3xx4xxx2x1xxxxxxx1xxxx3,222222111442131142132112132222133333,6,4,14,0.2857142857142857
1099,3xxx1xxxxxxxx3x2xxxxxxxxx4xx4xxxx21x,333311222331232231233331244441222211,6,4,15,0.26666666666666666
1100,xxxxxxx4xxx3xxx2xxxxxx2xx41x3xxxxx1x,333333341113341211341221341331333311,6,4,15,0.26666666666666666
1102,34xxxxxx1xxx2xxxxxx1x3xxx4xxxx2xxxxx,344444331114233314211314241114244444,6,4,15,0.26666666666666666
1104,xxxxxxx1431xxxxxxxxxx2xxxx3xx24xxxxx,444333414313411113422233423332422222,6,4,16,0.25
1106,3xxxxx242x1xxx4xxxxxxxxx31xxxxxxxxxx,333333242213244213222213311113333333,6,4,12,0.3333333333333333
1107,xxxxxx413x3xxxxxxxx4x1xxx2xx2xxxxxxx,444444413334114444144111122221111111,6,4,14,0.2857142857142857
1110,2xxx14xxxxxxx23xxxxxxxxx3xxxxx1x4xxx,222214333214323214322214311114114444,6,4,13,0.3076923076923077
1111,xxxxxxx4xx13x3xx4xxxxx2xx1xx2xxxxxxx,333333344113334144444124411124444444,6,4,15,0.26666666666666666
1112,xxxxxx14xxxxxxx3xxx1xx4xx2xxxxx3xxx2,111111144441333341311141322111332222,6,4,14,0.2857142857142857
1113,2xxxxxxxxxxx1xx4xxxxxxxxx1x33x42xxxx,222222111112144412441112411332422222,6,4,14,0.2857142857142857
1115,xx43xxxxxx1xxxxx4xxxxxxxx1xx22xxxxx3,444333411113414443414333414322444333,6,4,13,0.3076923076923077
1117,3xx2x1x1xxxxxx4x2xxx3x4xxxxxxxxxxxxx,333221113321144321143341144441111111,6,4,15,0.26666666666666666
1118,xxxx32x2xxxxxxxxxxx43x4xx1xxxxxxxxx1,333332322222333111443141411141444441,6,4,14,0.2857142857142857
1119,3xxxxxxxxx2xxxx41xxx1xxxxxxx4xxx23xx,333333222223244413241113244443222333,6,4,11,0.36363636363636365
1367,4xxxxxxxxx3xxx1xxxxx4x12xxxxxxx32xxx,444444333334311444314412311112332222,6,4,14,0.2857142857142857
1368,412xx4xxxxxxx2xxxxx3x1xxx3xxxxxxxxxx,412224411124422124432124432224444444,6,4,12,0.3333333333333333
1369,4xxxxxxxxx2xx3x3xxx4xxx1xxxx2x1xxxxx,444444222224233344244441222221111111,6,4,11,0.36363636363636365
1370,3xxx4xxxxxxxx3x2x4xxxxx1x1xxxxxxxxx2,333344222334232234233331211111222222,6,4,15,0.26666666666666666
1371,2xxxx2xx4xxxxxxx3xx1xxxxx3x1xxxxxxx4,222222444111411131413331433111444444,6,4,14,0.2857142857142857
1372,1x2xx32xxxxxxxx1xxx4xxxxx3xxxxxxxxx4,112223211123222123442223433333444444,6,4,15,0.26666666666666666
1373,1xxx3xxxxxxxx2x4x3xxxxxxxx4x2x1xxxxx,111133444113424413422211444221111111,6,4,18,0.2222222222222222
1374,xxxxx1xxxxx3xx42xxxxxx4xxx2xxx1xxxx3,111111133333134222134442132222133333,6,4,10,0.4
1375,xxxxx4xxxxx3xxxxx2xxx1x1x3xxxxxxxx42,444444433333432222432111432222444442,6,4,10,0.4
1376,1x4xxx2xxxxxx34xxxxxxxxxx2xx1x3xxxxx,114444211114234414233414223414333444,6,4,15,0.26666666666666666
1377,xxxxx3xxxxxxx14x4xxxxxxx21xx3xxx2xxx,333333311111314441333331211131222111,6,4,13,0.3076923076923077
1378,xxxxx4xxxxx2x2xxx1x3x4xxxxxxxx3xxxx1,444444422222423331433431444431333331,6,4,12,0.3333333333333333
1379,xxxxx2x4x43xxxxxxxxxx1xxx2xxxxxxxx13,222222244433222223111123122223111113,6,4,11,0.36363636363636365
1380,x3xxx4xxx1xxxx3xx1xxxxxxxxxx4x22xxxx,334444344111343331344433333443223333,6,4,19,0.21052631578947367
1381,xxxxxxx4xx4xxxxxx3xx1xxxxx2xx2xxx3x1,333333344443322223321122322112333311,6,4,16,0.25
1382,xxxxx1x2xxxxx3xxxxxxx1xx4xx4xx3xxxx2,111111122222133332111132444432333332,6,4,9,0.4444444444444444
1383,xxxxx3x4x2xxx1xxxxxxx1xxx4xxxxxxx32x,333333344222314442311142344442333322,6,4,13,0.3076923076923077
1384,xxxxxxxxxx24x21xxxxxxx3xx31xxxxxxxx4,444444422224421111433331431111444444,6,4,11,0.36363636363636365
1385,xxx1x4xxxxx1x4xxxxxxx2xx23xx3xxxxxxx,111144144441141111111222233332222222,6,4,15,0.26666666666666666
1386,1xxx4xxxxxxxx2x4xx3xxxxxxxxx1x23xxxx,111144333114323414323414223414233444,6,4,15,0.26666666666666666
1387,xxxxxxxxxxxxxx2xxxxx3xxx1xxxx14x32x4,111111144441142241143241143241443244,6,4,11,0.36363636363636365
1388,xx4xxxx2xx4xxxxxxxx1x31xx3xxxxxxxx2x,444222422242444442113312133112111122,6,4,18,0.2222222222222222
1389,xxxxx1x3xxx2xxxxxxxx4x3x1xxxxx2xxxx4,111111133332122232124232124222224444,6,4,12,0.3333333333333333
1390,4x4xxx3xxx2xxxx1xxxxxxxxx2xx1xxxx3xx,444333333323111123122223121113111333,6,4,14,0.2857142857142857
1391,34xxx4xxxxx21xx2xxxx3xxxxxxxxxxxxxx1,344444333332122232123332122222111111,6,4,11,0.36363636363636365
1392,x12xxxxxxx3xx41xxxxxxxxx4xxx3x2xxxxx,112222144432141432111432444432222222,6,4,12,0.3333333333333333
1393,xxx4xxx3xx1xxxxxxxx234x2xxxxx1xxxxxx,111444131114133444123422122221111111,6,4,17,0.23529411764705882
1394,1xxxxxxxx34xxx2xxxxx4x2xxxxxxxxxxx31,111111333341322441324421322221333331,6,4,13,0.3076923076923077
1395,3xxxx1xxx1xxx3xxxxxxxxxxxxxxxx24xx42,333331111131133331111111222222244442,6,4,11,0.36363636363636365
1396,2xxxx3x4x3xxxxx1xxxx1xxxxxx2xxx4xxxx,222223443323433123431123433223443333,6,4,16,0.25
1397,xxxxxxx3xxx1xxxxxxxx1xx3x4x2xxxxxx24,111111133331144433141443141244111224,6,4,18,0.2222222222222222
1398,4xxxxxx2xx1xxxxxxxxx3x1xxx3x4x2xxxxx,444444221114211444213411213441211111,6,4,15,0.26666666666666666
1399,2x1xx13xxxxxxx2x3x4x4xxxxxxxxxxxxxxx,221111322444332434434434433334444444,6,4,16,0.25
1400,421xx4xxxxxxxx3xxxxx2x1xxxxx3xxxxxxx,421114422214433214432214433334444444,6,4,12,0.3333333333333333
1401,1xxxx4xxx3xxxxxxxxx1xxxxxxx2x42xxxx3,111114333314311114313334333234222233,6,4,14,0.2857142857142857
1402,21x3xxxxxx2x4xxxxxxx1xx4xxxx3xxxxxxx,211333221223421233421234422234444444,6,4,15,0.26666666666666666
1403,2x1xxx1xxx4xx3x2xxx4x3xxxxxxxxxxxxxx,221111122241133241143341144441111111,6,4,14,0.2857142857142857
1404,xxxx13xxxxxxxx4xxxxxxx2xxx1xxx3xxx24,111113133333134444133324111324333324,6,4,12,0.3333333333333333
1405,xxxxxxxxxxx3xx12xxxxxxxxx4xxx4xx31x2,333333344443341244341224341124333122,6,4,16,0.25
1406,xxxx23xx4xxxxxxxx1xx31x4xxxxxxxxxxx2,222223244333243311243114244444222222,6,4,15,0.26666666666666666
1407,xxxxx3xxxxxxx1xxxxx2x12xxxxxxx44xxx3,333333311111312221322121333111443333,6,4,15,0.26666666666666666
1408,3x4xxx1xxxxxxx2xxx2x1xxxxxxx3x4xxxxx,334444133334112234211234222234444444,6,4,15,0.26666666666666666
1409,xxxxx4xx31xxxxxxxxxxx12xxxxxxx43xxx2,444444433111432221432121432111432222,6,4,12,0.3333333333333333
1410,xxxxxxx4xxxxxxx3xxx3xxxx1xx22x4x1xxx,111111144441133341134441144221441111,6,4,14,0.2857142857142857
1411,xxxx41xxxxxxxxxxx34x32xx2xxx1xxxxxxx,444441411111413333413222211112222222,6,4,12,0.3333333333333333
1412,xxx4x2xxx1x4xxxxxxxx21xxxxxxx3xxxxx3,444422411124412224412144411143444443,6,4,15,0.26666666666666666
1413,xx31xxxxxx2xxx1xxx3x4xxx4xxx2xxxxxxx,333111322221321111324444422224444444,6,4,12,0.3333333333333333
1414,x3x421xxxxxxxx2xxxxxx4x3x1xxxxxxxxxx,334421344221342211344413311113333333,6,4,17,0.23529411764705882
1415,3xxxx3xxxxxxxxxx14xx2xxxx1xx4xxxx2xx,333333444444411114412222414442444222,6,4,12,0.3333333333333333
1416,xx24x4xxxxx1xxxxxxxx3x1xxxxx2xxxxxx3,222444211111213333213113211123222223,6,4,13,0.3076923076923077
1417,3xxx1xxx2xxxxxxxxxx42xxxxxxxxx4xxx31,333311222331244431242431222431444431,6,4,14,0.2857142857142857
1418,3xxxx3xxx1x1x42xxxxxxx2xxxxxxx4xxxxx,333333222111242444244424222224444444,6,4,13,0.3076923076923077
1419,4xxxx31xx2xx4xx1xxxx2xxxxxxxxxxxxxx3,444443112243412143412143411143444443,6,4,11,0.36363636363636365
1420,32xxxxxxxx1xxxxxxxx24x1xxxxx3xx4xxxx,322222333312444312424312422332442222,6,4,15,0.26666666666666666
1421,xxxxxx41xxxxxx23xx2xxxxx3x1xxx4xxxxx,444444411114222314233314331114444444,6,4,13,0.3076923076923077
1422,xx1xxxxx2x4xxx3xxxxxxxxxxx12xx4xxxx3,111333122343123343122243111243444443,6,4,13,0.3076923076923077
1423,4xxxxx2x3xxx1xx1xxxx2xxx4xxx3xxxxxxx,444444223334122134112134411134444444,6,4,15,0.26666666666666666
1424,xxxxxxxxxx32xx4xxxxxxx3xxxxxxx1xx124,222222233332234444233334222224111124,6,4,11,0.36363636363636365
1425,xxx1x4x3x1x3xxxxxxxxx42xxxxxxx2xxxxx,222144232143232443232423232223233333,6,4,13,0.3076923076923077
1426,xx1xx2xxxx3xxx3x4xxx1xxxx2xx4xxxxxxx,111222122233123343121343121343111333,6,4,14,0.2857142857142857
1427,xxxx2xxx4xxxxxx3xxxxx1xxx4xx2xxx1xx3,111122144112143312143112143322111333,6,4,17,0.23529411764705882
1428,xxx4x3x22xx1xxxxxxxx1xx3xxxxxxxxxxx4,444433422331433311431113433333444444,6,4,16,0.25
1429,xx123xx4xxxxxxx4xx3xx1xxx2xxxxxxxxxx,111233144223114423311123322223333333,6,4,16,0.25
1430,xxxxx3x4x2xxx1xxxxxxxxxxxx31xx4xxxx2,333333344222314442311142333142444442,6,4,13,0.3076923076923077
1431,2x4xxx1xxxxxxx34xxxxxxxx1xx2xx3xxxxx,224444122224133424134424134224334444,6,4,15,0.26666666666666666
1432,1xxxxxxxxx4xxxxx3xxx1xxx4xxxx32xxxx2,111111444441433331431111433333222222,6,4,9,0.4444444444444444
1433,2xxxxxxxx43xxxxxx24x1xxx1xxx3xxxxxxx,222222444432433332431111133331111111,6,4,12,0.3333333333333333
1434,421xxxxxxxxxxxxxxxxx3xxxx4xxx1xxx3x2,421111422221444421333421344421333322,6,4,13,0.3076923076923077
1435,xxxx24x3x4xxx2xxxxxxxx1xx3xxxxxxxxx1,222224233444223333111113133333111111,6,4,13,0.3076923076923077
1436,1xxxx31xxxxxxxx4xxx2x3xxxxxxxx4xxxx2,133333132222332442322342333342444442,6,4,14,0.2857142857142857
1437,xx4xx3x2xx1xxxxxxx34x2xxxxxxxx1xxxxx,444333422311442331342231333331111111,6,4,16,0.25
1438,4xxxx4xxxxx1xx2xxxx2xx1xx3xxxxxxxx3x,444444111111122333123313133113111133,6,4,16,0.25
1439,3xxxxxxxx12xx2xxxxx3xxxxx4xxx4xxxxx1,333333111123122223133333144444111111,6,4,9,0.4444444444444444
1440,224xxxxxxx1xxxxx3xxx1xxxxxx3xxxxxxx4,224444111114133334131114133314111114,6,4,11,0.36363636363636365
1441,3xxx244x1xxxxxxxxxxxx2xxx1xx3xxxxxxx,333324411324413324413224413334444444,6,4,12,0.3333333333333333
1442,2x43211xxxxxxxx3xxxxx4xxxxxxxxxxxxxx,224321124321124321124421122221111111,6,4,10,0.4
1443,2x2xxxxx3x3xxxxxxxx1xxxxxxxxxx1xxx44,222111333131311131313331333111111144,6,4,16,0.25
1444,xxxx11x4xxxxx2xx4xxx3xxxxxxxxxxxxx32,333311344333324443323333322222333332,6,4,14,0.2857142857142857
1445,x4x2x3x1xxx2xxx3xxxxxxx1xxxxxxxxxxx4,442233412332412322412221411111444444,6,4,16,0.25
1446,xxxxx4x3xxxxxx211x2xxxxxxxx4xxxxxxx3,444444433333442113242223244423222223,6,4,13,0.3076923076923077
1447,3xxxx1xx24xxxxxxxxxx2xxxxx4xx1xxxxx3,333331222431244431242231244231222233,6,4,13,0.3076923076923077
1448,xxxxx4x23xxxxxxxxxxxx1xx4xxxxx1x23xx,444444423333422223411123412223112333,6,4,13,0.3076923076923077
1449,xxxxxx41xx1xxxxx2xx4xxxxxxxx233xxxxx,444444411114222224244444222223333333,6,4,10,0.4
1450,x1xxxxx4x32xxxxxxxxx2xxxxxxxx4xxx1x3,114444144324133324132224133334111133,6,4,15,0.26666666666666666
1451,13x34xxxxxxxxxx4xxxxxxxxx12x2xxxxxxx,133344111114444414411114412224444444,6,4,12,0.3333333333333333
1452,xxxx34xxxxxxx1x3xxxxx1xxxxxxxx42xxx2,333334311114313314333114444444422222,6,4,13,0.3076923076923077
1453,2xxxxxx1x34xxxxxxxxxxxxxxxx2x413xxxx,222222113342133442134422134224134444,6,4,18,0.2222222222222222
1454,x1xx43x2xxxxxxxx2xxxxxxxxxx43x1xxxxx,114443124333124322124332124432122222,6,4,14,0.2857142857142857
1455,3xxx21x2xxxxxxxxx4x3xxxxxxxxxx1xxx4x,333221223211233214232214222114111144,6,4,19,0.21052631578947367
1456,4xxxx32xxxxxxxx2xxx4x1xx1xxxxx3xxxxx,444443222243111243141143144443333333,6,4,12,0.3333333333333333
1457,xxxxx4xxxxxxx1xxxxx3x4xxxxxxxx223xx1,444444411111413331433431444431223331,6,4,13,0.3076923076923077
1458,xxx1x3xxxxx4xx4xxxxxxx2xx2xx3xx1xxxx,111133133334134444133322122332112222,6,4,17,0.23529411764705882
1459,xxxx21xxxxxxxx3x44xx1xxxxxxx2x3xxxxx,222221211111213344211333222223333333,6,4,13,0.3076923076923077
1460,1xx13x2xxxxxxx43xxxxxxxxxx2xxx4xxxxx,111133222223444323433323432223433333,6,4,12,0.3333333333333333
1461,x3xxx4xxxxxxx41x3xxxxxxx12xx2xxxxxxx,334444344111341131333331122221111111,6,4,15,0.26666666666666666
1462,xxxxxxx3xxx1xxx1xx4xxxxx2xx2xx4xxxx3,111111133331111133444443222243444443,6,4,12,0.3333333333333333
1463,3xxx42xxxxxxx4x3xxxxx1xx1xxxxx2xxxxx,333342111342141342141142144442222222,6,4,11,0.36363636363636365
1464,3x42x14xxxxxxx3xxxxxxxxx12xxxxxxxxxx,334221434421433421444421122221111111,6,4,14,0.2857142857142857
1465,xxxxxxxxxxxx31x4xxxxx1xx4xxx2x2x3xxx,333333311113314413444113422223223333,6,4,15,0.26666666666666666
1466,xxxxx3xxxxx2x21xxxxxxx4xx41xxxxxxxx3,333333322222321111344441341111333333,6,4,10,0.4
2055,xxxxxxx4xx2xxxx1xxxxxxxxxx432xxx31xx,333111343121343121343321344321333111,6,4,13,0.3076923076923077
2056,4xxxxxxxxxxxxxxxxx1232xx43x1xxxxxxxx,444444111114122214123214433114444444,6,4,13,0.3076923076923077
2057,2xxxxxxxxxxx4xx14xxxxx3xx3xx1xxxxx2x,222222444442411142113332133112111122,6,4,16,0.25
2064,x24xxxx31xxxxxx3xxxxx2xxxxxxxx14xxxx,224444231114233314222214111114144444,6,4,12,0.3333333333333333
2072,3xxxxxxxxxxxxxxx4xxx421xx2x1xxxxx3xx,333333444443422243424213424113444333,6,4,13,0.3076923076923077
2075,xxxxx2xxxxx3xx4x41xx1xxxxxxxx3xxxxx2,222222233333234441231111233333222222,6,4,9,0.4444444444444444
2080,41xxxxx3xxxxxxx4xxxxxxxxx2xx2x31xxxx,411111433331444431333331322221311111,6,4,10,0.4
2208,xxxxx4x3xxxxxxxxxxxx1xxxxx2xxxxx4123,444444433333422223421123422123444123,6,4,11,0.36363636363636365
2210,1xxxxxxxxx4x3423xx1xx2xxxxxxxxxxxxxx,111111333341342341142241144441111111,6,4,12,0.3333333333333333
2211,xxxxxxxxxx2xxx1xx3xx4xxxxxxx4xx3xx21,333333322223321113324411322441332221,6,4,16,0.25
2220,3xxxxxxxxxxxxxx4xxxxx1xxx4x32xx21xxx,333333222223244423241123241323221333,6,4,12,0.3333333333333333
2221,xxxxxx2xxxxx3xx1xxxxx4xxx4xxx2xxx1x3,222222233332331132111432144432111133,6,4,15,0.26666666666666666
2224,xxxxxxxxxxx1xx23xxxxxxxxx4xx34xx1xx2,111111144441142344142334142234111222,6,4,16,0.25
2225,xxxx21xxxxxxxx4xxxxxxx1xx3xxxxxxx234,222221211111214444211114233334222234,6,4,11,0.36363636363636365
2355,xxxxx1x2xxx4x13xx3xxx2xxx4xxxxxxxxxx,111111122244113243333243344443333333,6,4,13,0.3076923076923077
2358,xxxx21x1x2xxxx3xx3xxxx4xx4xxxxxxxxxx,333221313211313113311143344443333333,6,4,16,0.25
2359,xx1xx2x4xx3xxxxx1x3x42xxxxxxxxxxxxxx,111222144233114213314213311113333333,6,4,14,0.2857142857142857
2361,1xxxxxx3xxxxxxx2xxx4xxxxx2x1xx43xxxx,133333131113111213442213422113433333,6,4,16,0.25
2514,xxxxxxxxxx3xxx2xxx41xxxx12xxxxxxxx34,444444411134412134412134122134111134,6,4,11,0.36363636363636365
2516,2xxxxx41xx3xxx4xxxx21xxxx3xxxxxxxxxx,222222411132444132221132233332222222,6,4,12,0.3333333333333333
2517,xxxxx2xxxxxxx1xxxxxxx3xx3xxx214xxxx4,222222211111212221222321333321444444,6,4,12,0.3333333333333333
2519,xxxxxx2xxxxxxx43xxx4xxxx1xxxxx3x1xx2,222222211112114312144312133312331112,6,4,15,0.26666666666666666
2527,1xxxxx2xxxxx4xx4xxxxx3xx3xxxxx2x1xxx,111111222221444421333321322221221111,6,4,11,0.36363636363636365
2530,xxxxxxx4xxxxxxx3xx3xx1xxx2xxxxxxx142,222222244442223342323142323142333142,6,4,12,0.3333333333333333
2531,xxxxxxx4xxxxxxx24xxxx13xx23xxx1xxxxx,222222244442222242111132123332122222,6,4,12,0.3333333333333333
3224,xxx3x4xxx2x3xx14xxxxxxxxxxx21xxxxxxx,333344322243321443321113322213333333,6,4,13,0.3076923076923077
3226,31xxxxx3xx4x41xxxxx2xxxxxxxxxx2xxxxx,311222331242411242422242444442222222,6,4,13,0.3076923076923077
3229,xxxxxxxxxxxxxxx4xxxxx1xxx1x2xxx243x3,222222211112214412214112214222224333,6,4,12,0.3333333333333333
3230,xxxxx4xxx132xx3xxxxx2xxxxxxxxxxxxx41,444444411132413332412222411111444441,6,4,11,0.36363636363636365
3233,xxxxx1xxxxxx1xxxxxxxx3xxx32xxx4xxx24,111111144444142224442324432324433324,6,4,13,0.3076923076923077
3238,xxxxx1xxxxxxxx43xxxxx2xxx3xx4x21xxxx,222221233321234321234221234441211111,6,4,11,0.36363636363636365
3242,xxx4xxx3xxxx1xx31xxxx42xx2xxxxxxxxxx,111444131114133314444424422224444444,6,4,14,0.2857142857142857
3243,1xxxxxx3xx4xx41xxxxx2xxxxxxxxxxx32xx,111222331242341242342242344442333222,6,4,13,0.3076923076923077
3246,2xxxxxxxxxxxxxxxxx3141xxxxx3xx42xxxx,222222333332311132314132444332422222,6,4,13,0.3076923076923077
3247,x3xxxxx2x34xxxxxxxxxxxxx4xxxxx2x1xx1,332222322342333342444442422222221111,6,4,15,0.26666666666666666
3257,xxx12xx2xx4xxx3xxxxxxxxxx3x4xxx1xxxx,111122122242133242132242132442112222,6,4,14,0.2857142857142857
3261,xxxxxxxxxxxxxxx3x4xxx1xxx2xx12x4xxx3,444444422224423324423122423112443333,6,4,14,0.2857142857142857
3263,3xxxxx1xxx1x2xxxxxxx4xx4xxxx32xxxxxx,333333111113233333234444233332222222,6,4,10,0.4
3265,x41x24x3xx3xxxxxxxxx12xxxxxxxxxxxxxx,441224431234431234431234433334444444,6,4,10,0.4
3267,4xxxx2321xx3xxx4xxxxx1xxxxxxxxxxxxxx,444422321423321423321123322223333333,6,4,11,0.36363636363636365
3273,1xxx42xxxxxxx2xx4xxx31xxxxxxx3xxxxxx,111142333142323142323122322223333333,6,4,13,0.3076923076923077
3276,xxxxxxx1xxxxxxx23xxx3xxxxxxx2xxx4x14,444444413334413234413224411124444114,6,4,14,0.2857142857142857
3279,xxxxxxxxxxxxxx2xxx1x4xxx43xx31xxxxx2,111111133331132231134231434231444222,6,4,12,0.3333333333333333
3284,xxxx12xx4xxxxxxxxxxxx1x2xxxxxx3xxx43,333312344312343312343112343333344443,6,4,13,0.3076923076923077
3290,4xxxxx1xx3xx2xxxxx3x2xxxx1xxxxxxxxx4,444444111334221134322134311134333334,6,4,14,0.2857142857142857
3291,1xx2xx3xxxxx4xx3xxxxx4xx21xxxxxxxxxx,111222331112433312444412211112222222,6,4,14,0.2857142857142857
3295,4xxxxxxxxxxx4321xx1xxxxxxxxxxx23xxxx,433333432223432123111123222223233333,6,4,12,0.3333333333333333
3296,xxxxxxx1xxxxxxx4xxxxxxxxxx24xx3x12x3,333333312223312423312423312423311223,6,4,10,0.4
3297,xxxx31x2x4xxx4x2xxxxx1xxx3xxxxxxxxxx,444431422431442231111131133331111111,6,4,13,0.3076923076923077
3302,xxxxxx34xxxx1xx2xxxx13xxx2xx4xxxxxxx,333333344443122243121343121343111333,6,4,12,0.3333333333333333
3304,xxxxxxxxxxx1xx2434xxxxxxxxxxxx1xxx32,111111133331132434132444132222133332,6,4,13,0.3076923076923077
3314,14xxxxxxxxxx2xxxxx3x32xxxxxxxx14xxxx,144444111114222214333214111114144444,6,4,11,0.36363636363636365
3315,xxxx2xxx1x4xxxxxxxxx3xxxxx4x2x3xxxx1,333322311342313342313442314422311111,6,4,15,0.26666666666666666
3317,24xxxxxxxxxx3xxxxxxxx3xx21xxxx1x4xxx,244444222224333324222324212224114444,6,4,14,0.2857142857142857
3320,xxxx14x4x3xxx2x1xxxxxxxxxxxxx2xxxxx3,333314344314324114324444322222333333,6,4,12,0.3333333333333333
3327,xxxxx2xxxxxxxxxxxxxxx1xx2xxx433x4xx1,222222233333234443234143234143334111,6,4,11,0.36363636363636365
3331,3xxxxxx24xxxxx13xxxxxxxxx1xxxxxxx42x,322222324442311342313342313442333422,6,4,15,0.26666666666666666
3336,xxxxxxx1xxxx2xxxxxxx3x1x43xx4x2xxxxx,222222211112244412443412433442222222,6,4,14,0.2857142857142857
3337,xxxxxxx423xxxxxxxxxx1xxxx4xxxxxxx231,111111142331142231141231141231111231,6,4,11,0.36363636363636365
3339,xxxxxxx1xxxxxxx2xxxxx4xxxxx1xx3243xx,333333311113322213324413324113324333,6,4,11,0.36363636363636365
3342,1xxxxxxx3x24xxx2x3xxxxx1xxxx4xxxxxxx,144444143224143233143331144441111111,6,4,13,0.3076923076923077
3352,xxxxx33xxxxxxxxxxx4xx4xx121x2xxxxxxx,333333344444442224422424121424111444,6,4,17,0.23529411764705882
3354,xxx2x1x4xx13xxxx2xxxx34xxxxxxxxxxxxx,333211343213343223343343344443333333,6,4,13,0.3076923076923077
3357,xxxxxxx4xxxx23x3xx14xxxxxxxx1x2xxxxx,222222244442233342144442111112222222,6,4,10,0.4
3358,2xxxxxxx4xxxxxxxxxxx2xxxxx3xxx31xx41,211111214441211141222141333141311141,6,4,12,0.3333333333333333
3363,xxxxx1x2xxx2x4xxxxxxx3xxx4xx1xxx3xxx,333311322312342312342312342212333222,6,4,13,0.3076923076923077
3369,24xxxxxxxx2xxxxxxxxxxxxxx1xx41xxx3x3,244444222224444444411111414441444333,6,4,13,0.3076923076923077
3370,x2xxx4x1x3xxxxx2x3xxx4xxxxxx1xxxxxxx,224444214333214223214422211112222222,6,4,14,0.2857142857142857
542,23xxxxx5xx4xx35x1xxxxxxxxx41xx2xxxxx,233333255443235413234413234113233333,6,5,13,0.38461538461538464
576,xxxxx1x4xx51xxxxxx23xx5xxxxxxxxxx234,555551544451555444235554233334222234,6,5,16,0.3125
665,31x54xxxx1xxxxx5x4xxxxx2xxxx3x2xxxxx,315544315114315514311112333332222222,6,5,13,0.38461538461538464
670,xxx325xxxxxxxx544xxxxx1xxxxx1xx32xxx,333325322225325445325515322515332555,6,5,15,0.3333333333333333
674,4xxxxx53212xxxxxxxxxx1xxxxxxx45xxxx3,444444532124532124532124532224533333,6,5,9,0.5555555555555556
689,xxxxx3x2x32xxxx15xxx5xxxxxxxxxxxx144,111333121322121152125552122222111144,6,5,14,0.35714285714285715
704,2xxxxxxx5x3xxxxxxxxx2xx4xxx34xxx51x1,222222555332533322532224533344555111,6,5,16,0.3125
705,32xxx2x5xx4xx1xxx4x5xxxxxxxx1xx3xxxx,322222355544311554351155355115335555,6,5,20,0.25
716,x4xxxxxxx21xxxxxx5xxx3xxxx2x3x4xx51x,445555455215452215452311452331455511,6,5,17,0.29411764705882354
718,xx53xxx4xxxxx1xxxxx52xxxxxxx4x21xx3x,555333544443511143552143222143211133,6,5,14,0.35714285714285715
